Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,location
2005,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Melbourne Central Lion Heart,"Shop 303, Level 3, 300-265 La Trobe Street MELBOURNE 3000",550,144.963007607,-37.81076333,"-37.81076333, 144.963007607"
2005,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Hoyts Cinemas Limited,300-265 La Trobe Street MELBOURNE 3000,300,144.963007607,-37.81076333,"-37.81076333, 144.963007607"
2005,87,108565,108565,312-318 Russell Street MELBOURNE 3000,Melbourne (CBD),Kivotos Cafe Bar,312 Russell Street MELBOURNE 3000,269,144.966825993,-37.80932712,"-37.80932712, 144.966825993"
2005,95,109315,109315,407-409 Swanston Street MELBOURNE 3000,Melbourne (CBD),Bunker Lounge Bar,"Unit 1, Basement , 407 Swanston Street MELBOURNE 3000",92,144.963189112,-37.80895731,"-37.80895731, 144.963189112"
2005,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Fluid Oz Bar,450 Elizabeth Street MELBOURNE 3000,365,144.960868246,-37.80830909,"-37.80830909, 144.960868246"
2005,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Mac's Hotel,34-38 Franklin Street MELBOURNE 3000,125,144.961622051,-37.80752431,"-37.80752431, 144.961622051"
2005,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,377-391 Cardigan Street CARLTON 3053,239,144.965762468,-37.79725381,"-37.79725381, 144.965762468"
2005,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Percys Bar & Bistro,414-422 Lygon Street CARLTON 3053,120,144.967822061,-37.79694699,"-37.79694699, 144.967822061"
2005,218,106215,106215,298 Lygon Street CARLTON 3053,Carlton,Carlton Yacht Club Bar,298 Lygon Street CARLTON 3053,60,144.967385809,-37.79998715,"-37.79998715, 144.967385809"
2005,227,576967,576967,184 Rathdowne Street CARLTON 3053,Carlton,Rathdowne Tavern,184 Rathdowne Street CARLTON 3053,100,144.971238934,-37.79476804,"-37.79476804, 144.971238934"
2005,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,223-227 Canning Street CARLTON 3053,600,144.973391203,-37.79303373,"-37.79303373, 144.973391203"
2005,247,106239,106239,186-190 Lygon Street CARLTON 3053,Carlton,Hotel Milan,186-190 Lygon Street CARLTON 3053,540,144.966931034,-37.80264128,"-37.80264128, 144.966931034"
2005,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,INU Bar & Restuarant,"Part Level 3, 156-292 Grattan Street PARKVILLE 3010",200,144.961256278,-37.79739955,"-37.79739955, 144.961256278"
2005,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE 3051,220,144.948916298,-37.80414282,"-37.80414282, 144.948916298"
2005,358,107887,107887,351-359 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,The Keeper's Arm,351-359 Queensberry Street NORTH MELBOURNE 3051,240,144.955976713,-37.8039576,"-37.8039576, 144.955976713"
2005,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,RMIT Village Old Melbourne,5-17 Flemington Road NORTH MELBOURNE 3051,356,144.955880773,-37.80140174,"-37.80140174, 144.955880773"
2005,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Hilton,178-226 Wellington Parade EAST MELBOURNE 3002,200,144.983508305,-37.81582406,"-37.81582406, 144.983508305"
2005,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,P J O'Briens Irish Pub,"Shop 14, Ground , 3 Southgate Avenue SOUTHBANK 3006",300,144.96628251,-37.8206646,"-37.8206646, 144.96628251"
2005,807,108054,108054,40-56 Queens Bridge Street SOUTHBANK 3006,Southbank,Crown Promenade Hotel,40-56 Queens Bridge Street SOUTHBANK 3006,150,144.959802283,-37.82385829,"-37.82385829, 144.959802283"
2005,859,109512,109512,146W-150W Toorak Road SOUTH YARRA 3141,South Yarra,United Kingdom Settlers Association,"Front Floor 1, 146W Toorak Road SOUTH YARRA 3141",100,144.984381271,-37.8376473,"-37.8376473, 144.984381271"
2005,861,102503,102503,161-173 Domain Road SOUTH YARRA 3141,South Yarra,Botanical Hotel,"Unit 5, 171 Domain Road SOUTH YARRA 3141",245,144.98170899,-37.83431865,"-37.83431865, 144.98170899"
2005,1101,108973,108973,93-161 Spencer Street DOCKLANDS 3008,Docklands,Loco Bar,"Part Mezzanine 0, 99-0 Spencer Street DOCKLANDS 3008",400,144.952084001,-37.81767874,"-37.81767874, 144.952084001"
2005,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Club Bar,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",500,144.94755965,-37.81650633,"-37.81650633, 144.94755965"
2006,6,578325,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),The big Group,"Level 3, 2-0 Swanston Street MELBOURNE 3000",350,144.969927033,-37.81784611,"-37.81784611, 144.969927033"
2006,11,108971,108971,561-585 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,561-585 Flinders Lane MELBOURNE 3000,100,144.955161917,-37.8202062,"-37.8202062, 144.955161917"
2006,12,105399,105399,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Fourth Watch,"Level 1, 26-32 King Street MELBOURNE 3000",222,144.957475432,-37.81953072,"-37.81953072, 144.957475432"
2006,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Lounge,"Ground , 20-24 Bond Street MELBOURNE 3000",500,144.963066924,-37.81814712,"-37.81814712, 144.963066924"
2006,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Green Room,35 Elizabeth Street MELBOURNE 3000,225,144.964341014,-37.81742011,"-37.81742011, 144.964341014"
2006,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Joint,"Unit 6, Floor 1, 35 Elizabeth Street MELBOURNE 3000",329,144.964341014,-37.81742011,"-37.81742011, 144.964341014"
2006,14,103946,103946,313-315 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Mack Daddy Soprano,"Unit 1, Basement , 313-315 Flinders Lane MELBOURNE 3000",100,144.963860179,-37.81764052,"-37.81764052, 144.963860179"
2006,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),De Biers,"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.965307287,-37.81724335,"-37.81724335, 144.965307287"
2006,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Purple Emerald,"Ground , 191 Flinders Street MELBOURNE 3000",110,144.96855231,-37.81663984,"-37.81663984, 144.96855231"
2006,17,103924,103924,107-109 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bisq Cafeteria,"Unit 1, Bmt & Gnd , 107 Flinders Lane MELBOURNE 3000",200,144.970843769,-37.81560778,"-37.81560778, 144.970843769"
2006,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.970522562,-37.81567141,"-37.81567141, 144.970522562"
2006,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,"Basement , 415 Collins Street MELBOURNE 3000",70,144.960877534,-37.8174695,"-37.8174695, 144.960877534"
2006,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Hell's Kitchen,"Mezzanine , 20A Flinders Lane MELBOURNE 3000",55,144.965606003,-37.81660463,"-37.81660463, 144.965606003"
2006,32,102117,102117,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Menzies Tavern,"Part Level 1, 525 Collins Street MELBOURNE 3000",200,144.957482691,-37.8175352,"-37.8175352, 144.957482691"
2006,33,105933,105933,425-427 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Irish Times,"Ground , 427 Little Collins Street MELBOURNE 3000",170,144.960544863,-37.81625555,"-37.81625555, 144.960544863"
2006,35,109271,109271,125-133 Swanston Street MELBOURNE 3000,Melbourne (CBD),Hi Fi Bar & Ballroom,"Basement , 125 Swanston Street MELBOURNE 3000",800,144.965823008,-37.81473164,"-37.81473164, 144.965823008"
2006,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),Long Room,"Shop , Basement , 162-168 Collins Street MELBOURNE 3000",620,144.967856974,-37.81450434,"-37.81450434, 144.967856974"
2006,43,101152,101152,457-471 Bourke Street MELBOURNE 3000,Melbourne (CBD),Madisons Restaurant Bar Lounge,"Part Ground , 461 Bourke Street MELBOURNE 3000",280,144.960198073,-37.81547404,"-37.81547404, 144.960198073"
2006,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gin Palace,10 Little Collins Street MELBOURNE 3000,150,144.967590055,-37.81390913,"-37.81390913, 144.967590055"
2006,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),Portland Hotel,115-127 Russell Street MELBOURNE 3000,414,144.968198564,-37.81367619,"-37.81367619, 144.968198564"
2006,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Asuka Restaurant,"Floor 2, 59-63 Bourke Street MELBOURNE 3000",150,144.971570154,-37.81211989,"-37.81211989, 144.971570154"
2006,48,103626,103626,114-122 Exhibition Street MELBOURNE 3000,Melbourne (CBD),European Bier Cafe,114-122 Exhibition Street MELBOURNE 3000,550,144.971209286,-37.81285939,"-37.81285939, 144.971209286"
2006,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Bridie O'Reillys,62-66 Little Collins Street MELBOURNE 3000,285,144.971451403,-37.81281091,"-37.81281091, 144.971451403"
2006,48,503031,503031,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),Loop 23,"Ground , 19-23 Meyers Place MELBOURNE 3000",150,144.972113591,-37.81215412,"-37.81215412, 144.972113591"
2006,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),L2 Cafe Bar,"Level 2, 338-352 Bourke Street MELBOURNE 3000",362,144.963297364,-37.8136056,"-37.8136056, 144.963297364"
2006,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Hollywood Karaoke Bar,"Level 1, 184-186 Bourke Street MELBOURNE 3000",204,144.967697361,-37.81267743,"-37.81267743, 144.967697361"
2006,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar,21 Liverpool Street MELBOURNE 3000,50,144.971273335,-37.81118193,"-37.81118193, 144.971273335"
2006,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cheers On Little Bourke Street,19 Little Bourke Street MELBOURNE 3000,350,144.971999687,-37.81074439,"-37.81074439, 144.971999687"
2006,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE 3000,675,144.95450343,-37.81492037,"-37.81492037, 144.95450343"
2006,64,104376,104376,14-20 Goldie Place MELBOURNE 3000,Melbourne (CBD),Word Events,14-20 Goldie Place MELBOURNE 3000,200,144.960740482,-37.8132872,"-37.8132872, 144.960740482"
2006,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Shanghai Club,"Unit 1, Ground , 242 Little Bourke Street MELBOURNE 3000",209,144.965612403,-37.81213768,"-37.81213768, 144.965612403"
2006,67,102199,102199,16-20 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Eurotrash Cafeteria & Bar,16-20 Corrs Lane MELBOURNE 3000,520,144.968394818,-37.81113049,"-37.81113049, 144.968394818"
2006,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),Pugg Mahones Irish Bar,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.960689912,-37.81213742,"-37.81213742, 144.960689912"
2006,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Melbourne Room,"Level 1, 391 Little Lonsdale Street MELBOURNE 3000",175,144.960350578,-37.81187576,"-37.81187576, 144.960350578"
2006,74,106018,106018,395-397 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Horse Bazaar,"Ground , 397 Little Lonsdale Street MELBOURNE 3000",158,144.960259327,-37.81190214,"-37.81190214, 144.960259327"
2006,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Three Degrees,1-7 Little Lonsdale Street MELBOURNE 3000,457,144.965712827,-37.81065936,"-37.81065936, 144.965712827"
2006,78,108991,108991,267-271 Spring Street MELBOURNE 3000,Melbourne (CBD),Elm's Family Hotel,Part 267-271 Spring Street MELBOURNE 3000,200,144.971457503,-37.80861246,"-37.80861246, 144.971457503"
2006,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,200,144.960518082,-37.81081576,"-37.81081576, 144.960518082"
2006,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Melbourne Central Lion Heart,"Shop 303, Level 3, 300-265 La Trobe Street MELBOURNE 3000",550,144.963028388,-37.81073468,"-37.81073468, 144.963028388"
2006,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Hoyts Cinemas Limited,300-265 La Trobe Street MELBOURNE 3000,300,144.963028388,-37.81073468,"-37.81073468, 144.963028388"
2006,87,101023,101023,25 Bennetts Lane MELBOURNE 3000,Melbourne (CBD),Bennetts Lane Jazz Club,25 Bennetts Lane MELBOURNE 3000,300,144.967567441,-37.80889381,"-37.80889381, 144.967567441"
2006,87,108565,108565,312-318 Russell Street MELBOURNE 3000,Melbourne (CBD),Hyde,312 Russell Street MELBOURNE 3000,269,144.966825993,-37.80932712,"-37.80932712, 144.966825993"
2006,115,103293,103293,502-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Stork Hotel,502-504 Elizabeth Street MELBOURNE 3000,180,144.960274772,-37.8071819,"-37.8071819, 144.960274772"
2006,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Mac's Hotel,34-38 Franklin Street MELBOURNE 3000,125,144.961622051,-37.80752431,"-37.80752431, 144.961622051"
2006,131,108844,108844,1-5 Spencer Street DOCKLANDS 3005,Docklands,Crown Plaza,1-5 Spencer Street DOCKLANDS 3005,60,144.955096248,-37.82272182,"-37.82272182, 144.955096248"
2006,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,377-391 Cardigan Street CARLTON 3053,239,144.965763553,-37.79725678,"-37.79725678, 144.965763553"
2006,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Percys Bar & Bistro,414-422 Lygon Street CARLTON 3053,120,144.967822061,-37.79694699,"-37.79694699, 144.967822061"
2006,215,108202,108202,415-421 Rathdowne Street CARLTON 3053,Carlton,Clare Castle Hotel,415-421 Rathdowne Street CARLTON 3053,50,144.970435682,-37.79652149,"-37.79652149, 144.970435682"
2006,218,106222,106222,270-276 Lygon Street CARLTON 3053,Carlton,University Hotel,"Part Ground , 272 Lygon Street CARLTON 3053",111,144.967252631,-37.80052773,"-37.80052773, 144.967252631"
2006,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,223-227 Canning Street CARLTON 3053,600,144.973391203,-37.79303373,"-37.79303373, 144.973391203"
2006,247,106239,106239,186-190 Lygon Street CARLTON 3053,Carlton,Hotel Milan,186-190 Lygon Street CARLTON 3053,540,144.966931034,-37.80264128,"-37.80264128, 144.966931034"
2006,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE 3051,150,144.95813588,-37.80591579,"-37.80591579, 144.95813588"
2006,362,109843,109843,232-238 Victoria Street MELBOURNE 3000,North Melbourne,The Public Bar Hotel,238 Victoria Street MELBOURNE 3000,180,144.958597026,-37.80593468,"-37.80593468, 144.958597026"
2006,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE 3051,317,144.953044504,-37.80089993,"-37.80089993, 144.953044504"
2006,424,109706,109706,297-307 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Jawa Bar,297 Victoria Street WEST MELBOURNE 3003,40,144.951375943,-37.80563093,"-37.80563093, 144.951375943"
2006,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part  Brunton Avenue JOLIMONT 3002,2545,144.983318886,-37.81990618,"-37.81990618, 144.983318886"
2006,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,P J O'Briens Irish Pub,"Shop 14, Ground , 3 Southgate Avenue SOUTHBANK 3006",350,144.966271746,-37.82067054,"-37.82067054, 144.966271746"
2006,802,575820,575820,1-9 Freshwater Place SOUTHBANK 3006,Southbank,BLVD Bar,"Shop 4, 3-0 Freshwater Place SOUTHBANK 3006",562,144.962163433,-37.82167968,"-37.82167968, 144.962163433"
2006,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Number 8,"Shop 11, Ground , 8 Whiteman Street SOUTHBANK 3006",200,144.958669665,-37.82312301,"-37.82312301, 144.958669665"
2007,6,578327,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Zinc at Federation Square,"Tenancy 18, 2 Swanston Street MELBOURNE 3000",1000,144.969927033,-37.81784611,"-37.81784611, 144.969927033"
2007,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),All Nations Bar,8 Flinders Street MELBOURNE 3000,100,144.955355947,-37.82072173,"-37.82072173, 144.955355947"
2007,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,324,144.957159986,-37.82016737,"-37.82016737, 144.957159986"
2007,11,108971,108971,561-585 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,561-585 Flinders Lane MELBOURNE 3000,100,144.955161917,-37.8202062,"-37.8202062, 144.955161917"
2007,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),The Trust Bar,"Unit 1, 29 Market Street MELBOURNE 3000",100,144.960430048,-37.8186472,"-37.8186472, 144.960430048"
2007,13,108058,108058,7-11 Queen Street MELBOURNE 3000,Melbourne (CBD),The Bliss Lounge,"Basement , 11 Queen Street MELBOURNE 3000",210,144.961955518,-37.81861998,"-37.81861998, 144.961955518"
2007,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Lounge,"Ground , 20-24 Bond Street MELBOURNE 3000",500,144.963066924,-37.81814712,"-37.81814712, 144.963066924"
2007,14,103951,103951,341-347 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bull And Bear Tavern,347 Flinders Lane MELBOURNE 3000,415,144.963040788,-37.81782447,"-37.81782447, 144.963040788"
2007,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jackson,1-7 Swanston Street MELBOURNE 3000,470,144.967032418,-37.81735733,"-37.81735733, 144.967032418"
2007,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Purple Emerald,"Ground , 191 Flinders Street MELBOURNE 3000",100,144.96855231,-37.81663984,"-37.81663984, 144.96855231"
2007,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,"Basement , 415 Collins Street MELBOURNE 3000",70,144.960877534,-37.8174695,"-37.8174695, 144.960877534"
2007,27,102064,102064,69-71 Collins Street MELBOURNE 3000,Melbourne (CBD),The Trader Bar,"Basement , 71-71 Collins Street MELBOURNE 3000",280,144.971358287,-37.81434593,"-37.81434593, 144.971358287"
2007,31,102113,102113,546-566 Collins Street MELBOURNE 3000,Melbourne (CBD),Nero Bar,"Shop 12, Ground , 546 Collins Street MELBOURNE 3000",80,144.955854092,-37.81824603,"-37.81824603, 144.955854092"
2007,33,100727,100727,5-9 Bank Place MELBOURNE 3000,Melbourne (CBD),Mitre Tavern,5-9 Bank Place MELBOURNE 3000,300,144.960320678,-37.81680593,"-37.81680593, 144.960320678"
2007,33,105937,105937,443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Sou Sol,"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.96009875,-37.81638953,"-37.81638953, 144.96009875"
2007,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Basement , 290 Collins Street MELBOURNE 3000",450,144.964566859,-37.81567363,"-37.81567363, 144.964566859"
2007,35,109271,109271,125-133 Swanston Street MELBOURNE 3000,Melbourne (CBD),Hi Fi Bar & Ballroom,"Basement , 125 Swanston Street MELBOURNE 3000",800,144.965823008,-37.81473164,"-37.81473164, 144.965823008"
2007,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),Long Room,"Shop , Basement , 162 Collins Street MELBOURNE 3000",620,144.967856974,-37.81450434,"-37.81450434, 144.967856974"
